,ISO3,COUNTRY,POLLUTANT,INDUSTRY CODE,INDUSTRY CODE ALT,INDUSTRY CODE DESC,UNIT POLLUTANT,CCY DESC,CCY,VALUE GHG,VALUE OUTPUT,YEAR,LOCATION,CCY INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,VALUE CCY,FLAG CODE,CO2 LOAD,ANNUAL REVENUE DEDUCTION FACTOR
0,AUS,Australia,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Australian Dollar,AUD,59559700.0,102069000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.0588723380329483,0.00588723380329483
1,AUS,Australia,GHG,B,ZB,Mining and quarrying,Tonnes,Australian Dollar,AUD,80705400.0,222390000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.036613393348037225,0.0036613393348037225
2,AUS,Australia,GHG,C,ZC,Manufacturing,Tonnes,Australian Dollar,AUD,53740100.0,358342000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.015130504144378833,0.0015130504144378835
3,AUS,Australia,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Australian Dollar,AUD,4474600.0,98333000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.004591002942348957,0.0004591002942348957
4,AUS,Australia,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Australian Dollar,AUD,3792100.0,19575000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.019544773982375478,0.001954477398237548
5,AUS,Australia,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Australian Dollar,AUD,11601000.0,14786000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.07915846551129446,0.007915846551129447
6,AUS,Australia,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Australian Dollar,AUD,9206900.0,18820000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.049356737951381506,0.004935673795138151
7,AUS,Australia,GHG,C28,Z28,Manufacture of machinery and equipment n.e.c.,Tonnes,Australian Dollar,AUD,469100.0,11580000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.00408704590284974,0.0004087045902849741
8,AUS,Australia,GHG,D,ZD,"Electricity, gas, steam and air conditioning supply",Tonnes,Australian Dollar,AUD,192751300.0,73100000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.2660312044577975,0.02660312044577975
9,AUS,Australia,GHG,E36,Z36,"Water collection, treatment and supply",Tonnes,Australian Dollar,AUD,2449600.0,21481000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.0115051774163214,0.00115051774163214
10,AUS,Australia,GHG,F,ZF,Construction,Tonnes,Australian Dollar,AUD,8444600.0,428504000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.0019882767974861376,0.0001988276797486138
11,AUS,Australia,GHG,H,ZH,Transportation and storage,Tonnes,Australian Dollar,AUD,47787800.0,180433000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.026721061663830894,0.0026721061663830896
12,AUS,Australia,GHG,H49,Z49,Land transport and transport via pipelines,Tonnes,Australian Dollar,AUD,18818600.0,68750000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.027616411833163636,0.002761641183316364
13,AUS,Australia,GHG,H50,Z50,Water transport,Tonnes,Australian Dollar,AUD,1934300.0,9822000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.01986902443646915,0.0019869024436469152
14,AUS,Australia,GHG,H51,Z51,Air transport,Tonnes,Australian Dollar,AUD,8757000.0,25752000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.03430812848904939,0.0034308128489049395
15,AUS,Australia,GHG,I,ZI,Accommodation and food service activities,Tonnes,Australian Dollar,AUD,2254000.0,85831000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.002649490588482017,0.0002649490588482017
16,AUS,Australia,GHG,J,ZJ,Information and communication,Tonnes,Australian Dollar,AUD,1055400.0,154282000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.0006901674477255934,6.901674477255934e-05
17,AUS,Australia,GHG,K,ZK,Financial and insurance activities,Tonnes,Australian Dollar,AUD,1436100.0,243510000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.0005950048741530121,5.950048741530122e-05
18,AUS,Australia,GHG,M,ZM,"Professional, scientific and technical activities",Tonnes,Australian Dollar,AUD,2635300.0,177283000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.001499738745762425,0.0001499738745762425
19,AUS,Australia,GHG,N,ZN,Administrative and support service activities,Tonnes,Australian Dollar,AUD,9461600.0,114680000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,0.008323951505755144,0.0008323951505755144
20,AUS,Australia,GHG,R,ZR,"Arts, entertainment and recreation",Tonnes,Australian Dollar,AUD,-258400.0,37495000000.0,2016,AUS,EXCH,TOT,NATUSD,A,2016,1.345214,,-0.0006952993017735698,-6.952993017735698e-05
21,AUS,Australia,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Australian Dollar,AUD,61592200.0,90459000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0679739673481909,0.006797396734819091
22,AUS,Australia,GHG,B,ZB,Mining and quarrying,Tonnes,Australian Dollar,AUD,73948400.0,181745000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.04061953936394399,0.004061953936394399
23,AUS,Australia,GHG,C,ZC,Manufacturing,Tonnes,Australian Dollar,AUD,54686000.0,350061000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.01559556500295663,0.001559556500295663
24,AUS,Australia,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Australian Dollar,AUD,5004900.0,94179000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.005305300816264773,0.0005305300816264774
25,AUS,Australia,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Australian Dollar,AUD,4183800.0,17388000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.024020938328157354,0.0024020938328157358
26,AUS,Australia,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Australian Dollar,AUD,11947000.0,15792000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.07552494410144378,0.007552494410144378
27,AUS,Australia,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Australian Dollar,AUD,9350400.0,18842000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.04954181059335527,0.004954181059335528
28,AUS,Australia,GHG,C28,Z28,Manufacture of machinery and equipment n.e.c.,Tonnes,Australian Dollar,AUD,431400.0,12171000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0035385273970914475,0.0003538527397091448
29,AUS,Australia,GHG,D,ZD,"Electricity, gas, steam and air conditioning supply",Tonnes,Australian Dollar,AUD,197803200.0,66498000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.2969568951186502,0.02969568951186502
30,AUS,Australia,GHG,E36,Z36,"Water collection, treatment and supply",Tonnes,Australian Dollar,AUD,2444600.0,21673000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.011260494442393763,0.0011260494442393765
31,AUS,Australia,GHG,F,ZF,Construction,Tonnes,Australian Dollar,AUD,8387200.0,424893000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.001970634615303147,0.00019706346153031473
32,AUS,Australia,GHG,H,ZH,Transportation and storage,Tonnes,Australian Dollar,AUD,45142700.0,175062000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.025743306604088842,0.0025743306604088844
33,AUS,Australia,GHG,H49,Z49,Land transport and transport via pipelines,Tonnes,Australian Dollar,AUD,17799900.0,68520000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.025933963322022767,0.002593396332202277
34,AUS,Australia,GHG,H50,Z50,Water transport,Tonnes,Australian Dollar,AUD,1603400.0,9810000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.016317046681957187,0.0016317046681957187
35,AUS,Australia,GHG,H51,Z51,Air transport,Tonnes,Australian Dollar,AUD,8754300.0,25499000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.03427417110572964,0.0034274171105729643
36,AUS,Australia,GHG,I,ZI,Accommodation and food service activities,Tonnes,Australian Dollar,AUD,2186400.0,83141000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0026253249082883296,0.000262532490828833
37,AUS,Australia,GHG,J,ZJ,Information and communication,Tonnes,Australian Dollar,AUD,935000.0,149582000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0006240235205439158,6.240235205439158e-05
38,AUS,Australia,GHG,K,ZK,Financial and insurance activities,Tonnes,Australian Dollar,AUD,1356700.0,230112000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0005885904916953483,5.885904916953484e-05
39,AUS,Australia,GHG,M,ZM,"Professional, scientific and technical activities",Tonnes,Australian Dollar,AUD,2780200.0,165838000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.0016736346998275427,0.00016736346998275428
40,AUS,Australia,GHG,N,ZN,Administrative and support service activities,Tonnes,Australian Dollar,AUD,8872800.0,110238000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,0.008035225161922387,0.0008035225161922388
41,AUS,Australia,GHG,R,ZR,"Arts, entertainment and recreation",Tonnes,Australian Dollar,AUD,-263000.0,36423000000.0,2015,AUS,EXCH,TOT,NATUSD,A,2015,1.33109,,-0.0007208563339098921,-7.208563339098922e-05
42,AUS,Australia,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Australian Dollar,AUD,71283200.0,86040000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.06893213441562066,0.006893213441562066
43,AUS,Australia,GHG,B,ZB,Mining and quarrying,Tonnes,Australian Dollar,AUD,67857000.0,197480000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.028589494540333202,0.0028589494540333204
44,AUS,Australia,GHG,C,ZC,Manufacturing,Tonnes,Australian Dollar,AUD,57666100.0,355590000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.013492921136906269,0.001349292113690627
45,AUS,Australia,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Australian Dollar,AUD,4667000.0,95644000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.004059896951978169,0.00040598969519781695
46,AUS,Australia,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Australian Dollar,AUD,5328200.0,22745000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.019490793371949883,0.0019490793371949883
47,AUS,Australia,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Australian Dollar,AUD,12973100.0,18157000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.05944763921063502,0.005944763921063502
48,AUS,Australia,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Australian Dollar,AUD,9720000.0,18416000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.04391429338618593,0.004391429338618593
49,AUS,Australia,GHG,C28,Z28,Manufacture of machinery and equipment n.e.c.,Tonnes,Australian Dollar,AUD,458400.0,13988000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.002726615666285388,0.0002726615666285388
50,AUS,Australia,GHG,D,ZD,"Electricity, gas, steam and air conditioning supply",Tonnes,Australian Dollar,AUD,191601100.0,66697000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.23901581529075522,0.023901581529075525
51,AUS,Australia,GHG,E36,Z36,"Water collection, treatment and supply",Tonnes,Australian Dollar,AUD,2429600.0,20472000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.009874371134232122,0.0009874371134232123
52,AUS,Australia,GHG,F,ZF,Construction,Tonnes,Australian Dollar,AUD,7366600.0,422706000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.0014499853578728479,0.0001449985357872848
53,AUS,Australia,GHG,H,ZH,Transportation and storage,Tonnes,Australian Dollar,AUD,43229100.0,174188000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.020648708893537444,0.0020648708893537446
54,AUS,Australia,GHG,H49,Z49,Land transport and transport via pipelines,Tonnes,Australian Dollar,AUD,16577500.0,69724000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.019782067651561874,0.0019782067651561877
55,AUS,Australia,GHG,H50,Z50,Water transport,Tonnes,Australian Dollar,AUD,1682300.0,9685000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.014452359640423336,0.0014452359640423336
56,AUS,Australia,GHG,H51,Z51,Air transport,Tonnes,Australian Dollar,AUD,8552900.0,25228000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.02820755946577216,0.0028207559465772162
57,AUS,Australia,GHG,I,ZI,Accommodation and food service activities,Tonnes,Australian Dollar,AUD,2121700.0,81135000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.002175758436956924,0.00021757584369569243
58,AUS,Australia,GHG,J,ZJ,Information and communication,Tonnes,Australian Dollar,AUD,902000.0,143715000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.0005222030195177957,5.222030195177958e-05
59,AUS,Australia,GHG,K,ZK,Financial and insurance activities,Tonnes,Australian Dollar,AUD,1340000.0,226767000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.0004916543478548466,4.916543478548466e-05
60,AUS,Australia,GHG,M,ZM,"Professional, scientific and technical activities",Tonnes,Australian Dollar,AUD,2569800.0,159576000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.0013398824247067228,0.0001339882424706723
61,AUS,Australia,GHG,N,ZN,Administrative and support service activities,Tonnes,Australian Dollar,AUD,8803500.0,105370000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,0.006951416795933378,0.0006951416795933379
62,AUS,Australia,GHG,R,ZR,"Arts, entertainment and recreation",Tonnes,Australian Dollar,AUD,-226600.0,34417000000.0,2014,AUS,EXCH,TOT,NATUSD,A,2014,1.109363,,-0.0005477997554987361,-5.4779975549873615e-05
63,AUS,Australia,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Australian Dollar,AUD,85552000.0,74455000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.08323101922503526,0.008323101922503526
64,AUS,Australia,GHG,B,ZB,Mining and quarrying,Tonnes,Australian Dollar,AUD,64360900.0,214268000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.021757736192840275,0.0021757736192840275
65,AUS,Australia,GHG,C,ZC,Manufacturing,Tonnes,Australian Dollar,AUD,64156700.0,358883000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.012949054082395935,0.0012949054082395937
66,AUS,Australia,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Australian Dollar,AUD,5157200.0,87425000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.004272944452845296,0.0004272944452845296
67,AUS,Australia,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Australian Dollar,AUD,6208600.0,23455000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.019173754280324026,0.0019173754280324027
68,AUS,Australia,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Australian Dollar,AUD,13058100.0,19116000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.04948024967867232,0.004948024967867232
69,AUS,Australia,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Australian Dollar,AUD,10343500.0,16028000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.04674520827692164,0.0046745208276921645
70,AUS,Australia,GHG,C28,Z28,Manufacture of machinery and equipment n.e.c.,Tonnes,Australian Dollar,AUD,565000.0,14815000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.002762458142085724,0.0002762458142085724
71,AUS,Australia,GHG,D,ZD,"Electricity, gas, steam and air conditioning supply",Tonnes,Australian Dollar,AUD,189790700.0,68785000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.19986194066733298,0.019986194066733298
72,AUS,Australia,GHG,E36,Z36,"Water collection, treatment and supply",Tonnes,Australian Dollar,AUD,2025000.0,18051000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.008125922490443744,0.0008125922490443744
73,AUS,Australia,GHG,F,ZF,Construction,Tonnes,Australian Dollar,AUD,7386900.0,389164000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.00137492331129678,0.000137492331129678
74,AUS,Australia,GHG,H,ZH,Transportation and storage,Tonnes,Australian Dollar,AUD,42470400.0,168630000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.018243175053549193,0.0018243175053549194
75,AUS,Australia,GHG,H49,Z49,Land transport and transport via pipelines,Tonnes,Australian Dollar,AUD,16554900.0,67655000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.017724564675448973,0.0017724564675448973
76,AUS,Australia,GHG,H50,Z50,Water transport,Tonnes,Australian Dollar,AUD,1546800.0,8982000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.012474123136272547,0.0012474123136272549
77,AUS,Australia,GHG,H51,Z51,Air transport,Tonnes,Australian Dollar,AUD,8430600.0,23526000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.025957287396710025,0.0025957287396710027
78,AUS,Australia,GHG,I,ZI,Accommodation and food service activities,Tonnes,Australian Dollar,AUD,1918300.0,73621000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.0018873990352277204,0.00018873990352277206
79,AUS,Australia,GHG,J,ZJ,Information and communication,Tonnes,Australian Dollar,AUD,880800.0,137732000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.00046322433464989984,4.6322433464989984e-05
80,AUS,Australia,GHG,K,ZK,Financial and insurance activities,Tonnes,Australian Dollar,AUD,1333800.0,200109000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.0004828063856947963,4.8280638569479634e-05
81,AUS,Australia,GHG,M,ZM,"Professional, scientific and technical activities",Tonnes,Australian Dollar,AUD,2593200.0,150604000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.001247235375488035,0.0001247235375488035
82,AUS,Australia,GHG,N,ZN,Administrative and support service activities,Tonnes,Australian Dollar,AUD,9760100.0,99485000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,0.007106333371940493,0.0007106333371940494
83,AUS,Australia,GHG,R,ZR,"Arts, entertainment and recreation",Tonnes,Australian Dollar,AUD,-264100.0,31155000000.0,2012,AUS,EXCH,TOT,NATUSD,A,2012,0.965801,,-0.0006140299569090033,-6.140299569090033e-05
84,AUS,Australia,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Australian Dollar,AUD,86924300.0,79836000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.08458583316257705,0.008458583316257704
85,AUS,Australia,GHG,B,ZB,Mining and quarrying,Tonnes,Australian Dollar,AUD,64285100.0,228147000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.02189025195574564,0.0021890251955745637
86,AUS,Australia,GHG,C,ZC,Manufacturing,Tonnes,Australian Dollar,AUD,60674500.0,359294000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.013119323472594866,0.0013119323472594868
87,AUS,Australia,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Australian Dollar,AUD,5068700.0,91699000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0042942486401978215,0.0004294248640197822
88,AUS,Australia,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Australian Dollar,AUD,5749800.0,26855000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.01663346699329734,0.001663346699329734
89,AUS,Australia,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Australian Dollar,AUD,12361600.0,17747000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.05411341421986815,0.005411341421986815
90,AUS,Australia,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Australian Dollar,AUD,9826300.0,17063000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.04473936619102737,0.004473936619102737
91,AUS,Australia,GHG,C28,Z28,Manufacture of machinery and equipment n.e.c.,Tonnes,Australian Dollar,AUD,507900.0,15178000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0025996738356502836,0.00025996738356502837
92,AUS,Australia,GHG,D,ZD,"Electricity, gas, steam and air conditioning supply",Tonnes,Australian Dollar,AUD,183339400.0,71303000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.1997575495920929,0.019975754959209294
93,AUS,Australia,GHG,E36,Z36,"Water collection, treatment and supply",Tonnes,Australian Dollar,AUD,2192600.0,19951000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.008537877907623679,0.0008537877907623679
94,AUS,Australia,GHG,F,ZF,Construction,Tonnes,Australian Dollar,AUD,7732600.0,406292000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0014785719842748566,0.00014785719842748567
95,AUS,Australia,GHG,H,ZH,Transportation and storage,Tonnes,Australian Dollar,AUD,43572400.0,170049000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.01990639412751619,0.001990639412751619
96,AUS,Australia,GHG,H49,Z49,Land transport and transport via pipelines,Tonnes,Australian Dollar,AUD,16941000.0,69310000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.018988835950440056,0.0018988835950440057
97,AUS,Australia,GHG,H50,Z50,Water transport,Tonnes,Australian Dollar,AUD,1447000.0,8899000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.01263230268288572,0.001263230268288572
98,AUS,Australia,GHG,H51,Z51,Air transport,Tonnes,Australian Dollar,AUD,8524800.0,24718000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.02679329154785986,0.002679329154785986
99,AUS,Australia,GHG,I,ZI,Accommodation and food service activities,Tonnes,Australian Dollar,AUD,1951900.0,77064000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0019677105571667707,0.00019677105571667708
100,AUS,Australia,GHG,J,ZJ,Information and communication,Tonnes,Australian Dollar,AUD,873900.0,137905000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0004923080368913383,4.9230803689133834e-05
101,AUS,Australia,GHG,K,ZK,Financial and insurance activities,Tonnes,Australian Dollar,AUD,1437300.0,212465000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0005255514357305909,5.2555143573059096e-05
102,AUS,Australia,GHG,M,ZM,"Professional, scientific and technical activities",Tonnes,Australian Dollar,AUD,2747100.0,157323000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.0013565551311473848,0.00013565551311473848
103,AUS,Australia,GHG,N,ZN,Administrative and support service activities,Tonnes,Australian Dollar,AUD,10014700.0,102211000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,0.00761194261779554,0.0007611942617795541
104,AUS,Australia,GHG,R,ZR,"Arts, entertainment and recreation",Tonnes,Australian Dollar,AUD,-246300.0,32504000000.0,2013,AUS,EXCH,TOT,NATUSD,A,2013,1.035843,,-0.00058868477164349,-5.8868477164349e-05
105,AUT,Austria,GHG,A,ZA,"Agriculture, forestry and fishing",Tonnes,Euro,EUR,7964552.0,9933987000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.046802307129373125,0.004680230712937313
106,AUT,Austria,GHG,A01,Z01,"Crop and animal production, hunting and related service activities",Tonnes,Euro,EUR,7749977.0,7332595000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.06169816004660697,0.006169816004660697
107,AUT,Austria,GHG,A02,Z02,Forestry and logging,Tonnes,Euro,EUR,208706.0,2539010000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.004798439469360105,0.00047984394693601054
108,AUT,Austria,GHG,A03,Z03,Fishing and aquaculture,Tonnes,Euro,EUR,5870.0,62382000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.005492983625084159,0.0005492983625084159
109,AUT,Austria,GHG,B,ZB,Mining and quarrying,Tonnes,Euro,EUR,977918.0,2718360000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.021000274254072308,0.0021000274254072307
110,AUT,Austria,GHG,C,ZC,Manufacturing,Tonnes,Euro,EUR,26922439.0,173893350000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.009037762510634534,0.0009037762510634535
111,AUT,Austria,GHG,C10-C12,Z10_12,"Manufacture of food products, beverages and tobacco products",Tonnes,Euro,EUR,1127498.0,19482940000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.0033782422146914175,0.00033782422146914177
112,AUT,Austria,GHG,C17,Z17,Manufacture of paper and paper products,Tonnes,Euro,EUR,2073231.0,6304569000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.019196488333437227,0.0019196488333437227
113,AUT,Austria,GHG,C18,Z18,Printing and reproduction of recorded media,Tonnes,Euro,EUR,15914.0,2777175000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.000334507303248805,3.34507303248805e-05
114,AUT,Austria,GHG,C19,Z19,Manufacture of coke and refined petroleum products,Tonnes,Euro,EUR,2857888.0,7020412000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.023763592829138803,0.0023763592829138805
115,AUT,Austria,GHG,C20,Z20,Manufacture of chemicals and chemical products,Tonnes,Euro,EUR,2318679.0,13674071000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.009898566283782642,0.0009898566283782642
116,AUT,Austria,GHG,C23,Z23,Manufacture of other non-metallic mineral products,Tonnes,Euro,EUR,4963965.0,6422081000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.0451213857724233,0.00451213857724233
117,AUT,Austria,GHG,C24,Z24,Manufacture of basic metals,Tonnes,Euro,EUR,11879974.0,16539419000.000002,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.04192998800265595,0.004192998800265596
118,AUT,Austria,GHG,C26,Z26,"Manufacture of computer, electronic and optical products",Tonnes,Euro,EUR,141272.0,5640236000.0,2012,AUT,EXCH,TOT,NATUSD,A,2012,0.778338,,0.001462137833452359,0.00014621378334523592
